itemid,title,genres,rating,region
643,Fusion 21,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Sharm
644,Cafe Chino,Restaurant|Mediterranean|Cafe,4.5,Sharm
645,"Da Mauro ""Solo Pasta&Pizza""",Restaurant|Mediterranean|Italian|Pizza,5,Sharm
646,The Blue Fountain,Restaurant|Mediterranean,5,Sharm
647,Zen Chinese Restaurant - SOHO Square Sharm El Sheikh,Restaurant|Asian|Vegetarian Friendly,4.5,Sharm
648,Mai Thai,Restaurant|Asian|Vegetarian Friendly,4.5,Sharm
649,L'entrecote Steak House,Restaurant|Mediterranean,4.5,Sharm
650,Casa Mia,Restaurant|Italian|Mediterranean,4.5,Sharm
651,Farsha Cafe,Restaurant|Bar|Cafe|Egyptian,4.5,Sharm
652,Il Vizietto Italian Restaurant - Pizza,Restaurant|Mediterranean|Italian,4.5,Sharm
653,Hard Rock Cafe Nabq ,Restaurant|American|Bar,4.5,Sharm
654,Camel Bar & Roof,Restaurant|Bar|Vegetarian Friendly,4.5,Sharm
655,Alhambra Cafe & Restaurant,Restaurant|Italian|Cafe,5,Sharm
656,Fish Market,Restaurant|Seafood|Mediterranean|Egyptian,4.5,Sharm
657,Arab Bucks,Restaurant|Italian|Cafe|Seafood,5,Sharm
658,Union Jack Bar and Restaurant,Restaurant|Bar,4.5,Sharm
659,Jive 1 Bar,Restaurant|Bar,4.5,Sharm
660,Sala Thai Restaurant,Restaurant|Asian|Vegetarian Friendly,4.5,Sharm
661,Fairuz,Restaurant|Mediterranean,4.5,Sharm
662,Nino's Italian Restaurant ,Restaurant|Italian,4.5,Sharm
663,Pomodoro,Restaurant|Italian|Mediterranean,4.5,Sharm
664,Miramar Cafe & Restaurant,Restaurant|Italian,4.5,Sharm
665,Reef Beach Restaurant Managed by Egyptian Vacation Club,Restaurant|Italian|Seafood,4.5,Sharm
666,Kokai Restaurant,Restaurant|Asian,4,Sharm
667,TGI Friday's,Restaurant|American,3.5,Sharm
668,Kona Kai Sushi Bar & Restaurant,Restaurant|Seafood | Asian,4.5,Sharm
669,KFC,Restaurant|American|Fast Food,3.5,Sharm
670,Cheers Bar & Grill ,Restaurant|American|Bar,4.5,Sharm
671,El Panorama Lounge & Restaurant,Restaurant|American|Bar,5,Sharm
672,Made in Sud,Restaurant|Italian|Seafood,4,Sharm
673,McDonald's,Restaurant|American|Fast Food,4,Sharm
674,Charleston,Restaurant|Mediterranean|Italian,4.5,Sharm
675,Mughal Mahal,Restaurant|vegetarian Friendly ,4.5,Sharm
676,Sharks Bay Umbi Restaurant,Restaurant|Mediterranean|Seafood,4.5,Sharm
677,Calamari Seafood Market Restaurant,Restaurant|Mediterranean|Seafood,4.5,Sharm
678,Pirate's Bar,Restaurant|Bar,4.5,Sharm
679,Bella Vista Italian Restaurant,Restaurant|Italian,4,Sharm
680,La Gazelle Restaurant,Restaurant|Seafood,4,Sharm
681,Luna Lounge,Restaurant|Italian,4.5,Sharm
682,The Stonegrill ,Restaurant|Mediterranean,4.5,Sharm
683,Fisherman,Restaurant|Mediterranean|Egyptian|Seafood,4.5,Sharm
684,Old Town Restaurant,Restaurant|Mediterranean,4,Sharm
685,Ristorante El Wadi,Restaurant|Italian,4.5,Sharm
686,Oasis Bar,Restaurant|Mediterranean,4.5,Sharm
687,Halo Eat & Drink,Restaurant|Cafe ,5,Sharm
688,Fifty Sports Bar,Restaurant|Mediterranean,4.5,Sharm
689,Sofra ,Restaurant|Mediterranean,4.5,Sharm
690,Ristorante La Casa Pizza & Pasta,Restaurant|Mediterranean | Italian|Pizza,4.5,Sharm
691,Emy Cafe,Restaurant|Mediterranean|Cafe|Bar,5,Sharm
692,WHY NOT Risto Cafe',Restaurant|Cafe|Italian,5,Sharm
693,Shish Bish Restaurant,Restaurant|Mediterranean|Egyptian,4.5,Sharm
694,Mandarin Bistro,Restaurant|Asian,5,Sharm
695,House of Spice,Restaurant|Asian|Vegetarian Friendly,5,Sharm
696,El Kababgy,Restaurant|Egyptian,5,Sharm
697,The Queen Vic,Restaurant|Bar,4.5,Sharm
698,Boharat Restaurant,Restaurant|Mediterranean|Egyptian,5,Sharm
699,Luxor,Restaurant|Mediterranean|Egyptian,5,Sharm
700,Bombay,Restaurant|Asian,4.5,Sharm
701,Rangoli,Restaurant|Asian|Vegetarian Friendly,5,Sharm
702,Sushi Lounge,Restaurant|Asian,4.5,Sharm
703,Fusion 21,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Sharm
704,Cafe Chino,Restaurant|Mediterranean|Cafe,4.5,Sharm
705,"Da Mauro ""Solo Pasta&Pizza""",Restaurant|Mediterranean|Italian|Pizza,5,Sharm
706,The Blue Fountain,Restaurant|Mediterranean,5,Sharm
707,Zen Chinese Restaurant - SOHO Square Sharm El Sheikh,Restaurant|vegetarian Friendly|Asian,4.5,Sharm
708,Mai Thai,Restaurant|vegetarian Friendly|Asian,4.5,Sharm
709,L'entrecote Steak House,Restaurant|Mediterranean,4.5,Sharm
710,Casa Mia,Restaurant|Italian| Mediterranean,4.5,Sharm
711,Farsha Cafe,Restaurant|Bar|Cafe|Egyptian,4.5,Sharm
712,Il Vizietto Italian Restaurant - Pizza,Restaurant|Italian|Mediterranean,4.5,Sharm
713,Hard Rock Cafe Nabq ,Restaurant|Bar,4.5,Sharm
714,Camel Bar & Roof,Restaurant|Bar|Vegetarian Friendly,4.5,Sharm
715,Alhambra Cafe & Restaurant,Restaurant|Italian|Cafe,5,Sharm
716,Fish Market,Restaurant|Seafood|Mediterranean|Egyptian,4.5,Sharm
717,Arab Bucks,Restaurant|Italian|Cafe|Seafood,5,Sharm
718,Union Jack Bar and Restaurant,Restaurant|Bar,4.5,Sharm
719,Jive 1 Bar,Restaurant|Bar,4.5,Sharm
720,Sala Thai Restaurant,Restaurant|Asian|Vegetarian Friendly,4.5,Sharm
721,Fairuz,Restaurant|Mediterranean,4.5,Sharm
722,Nino's Italian Restaurant ,Restaurant|Italian,4.5,Sharm
723,Corallo - Sea Food - Almaza Bay,Restaurant|Seafood|Mediterranean,4.5,Marsa Matruh
724,Kamona,Restaurant|Egyptian,4,Marsa Matruh
725,Morgana - Mediterranean Cusine –Almaza Bay,Restaurant|Mediterranean,4.5,Marsa Matruh
726,Makai Tukai - Asian Fusion -Almaza Bay,Restaurant|Mediterranean,5,Marsa Matruh
727,Sofra - Middle East Cusine - Almaza Bay,Restaurant|Mediterranean,4.5,Marsa Matruh
728,Hosny For B.B.Q & Seafood S. A. E.,Restaurant|Mediterranean|Seafood,3.5,Marsa Matruh
729,McDonald's,Restaurant|Fast Food,4,Marsa Matruh
730,Sahar Restaurant,Restaurant|Mediterranean,3.5,Marsa Matruh
731,Khaled & His Brothers For Fish,Restaurant|Seafood,4,Marsa Matruh
732,Abou Sultan,Restaurant|Mediterranean,3.5,Marsa Matruh
733,El Mansoura Pastry,Restaurant|Mediterranean,4,Marsa Matruh
734,Ana maria cafe &restaurant ,Restaurant|Mediterranean,3.5,Marsa Matruh
735,Hardee's,Restaurant|American,3,Marsa Matruh
736,Abo sha2ra ,Restaurant|Mediterranean,3,Marsa Matruh
737,Pizza King,Restaurant|Mediterranean,3,Marsa Matruh
738,Potato & Zalabya,Restaurant|Mediterranean|Fast Food|Egyptian,4.5,Marsa Matruh
739,Pizza & Feteer El Mansoura,Restaurant|Mediterranean|Pizza,3,Marsa Matruh
740,El Negm El Araby Restaurant,Restaurant|Mediterranean,4,Marsa Matruh
741,El Zaeem Restaurant,Restaurant|Mediterranean,4,Marsa Matruh
742,Wenkie's German Ice Cream & Iced Coffee Parlour,Restaurant|Dessert,5,Luxor
743,Gerda's Garden,Restaurant|Mediterranean,4.5,Luxor
744,The Lantern Room Restaurant,Restaurant|Mediterranean,4.5,Luxor
745,Pizza Roma-it,Restaurant|Italian|Pizza,4.5,Luxor
746,Sofra Restaurant & Cafe,Restaurant|Mediterranean,4.5,Luxor
747,Aisha Restaurant,Restaurant|Mediterranean,4.5,Luxor
748,Al-Sahaby Lane Restaurant,Restaurant|Mediterranean,4.5,Luxor
749,Jewel of the Nile,Restaurant|Mediterranean,4.5,Luxor
750,A Taste of India & Arabia International Restaurant Plus Bar,Restaurant|Mediterranean,4.5,Luxor
751,The Kings Head Pub and Restaurant,Restaurant|Mediterranean,4.5,Luxor
752,Sunflower Restaurant West bank,Restaurant|Vegetarian Friendly,4.5,Luxor
753,SunRise Bar & Restaurant,Restaurant|Italian,4.5,Luxor
754,Africa Restaurant,Restaurant|Mediterranean,4.5,Luxor
755,Steigenberger Nile Palace Luxor Hotel,Restaurant|Mediterranean,4.5,Luxor
756,Tutankhamon,Restaurant|Mediterranean,4.5,Luxor
757,Snobs,Restaurant|Vegetarian Friendly,4.5,Luxor
758,Oasis Palace,Restaurant|Mediterranean,4.5,Luxor
759,Aboudi Coffee Break,Restaurant|Cafe,4.5,Luxor
760,Esquire Restaurant and Bar,Restaurant|Mediterranean,5,Luxor
761,1886 Restaurant,Restaurant|Mediterranean,4,Luxor
762,Secret Garden Cafe,Restaurant|Cafe,4.5,Luxor
763,Deans Bistro,Restaurant|Mediterranean,4,Luxor
764,Kam Thai Takeaway,Restaurant|Asian,4.5,Luxor
765,Quick Pizza Luxor,Restaurant|Italian,4.5,Luxor
766,Sonesta St. George Hotel Restaurant,Restaurant|Mediterranean,4,Luxor
767,La Fleur,Restaurant|French,4.5,Luxor
768,Cafe Latte,Restaurant|Cafe,4.5,Luxor
769,Silk Road,Restaurant|Asian,4.5,Luxor
770,Snack Time,Restaurant|Fast Food,4,Luxor
771,Oasis Cafe,Restaurant|Cafe,4.5,Luxor
772,Fayrouz,Restaurant|Mediterranean,4.5,Luxor
773,Zigolini Restaurant,Restaurant|Italian,4.5,Luxor
774,Oum Hashim Restaurant,Restaurant|Mediterranean,4,Luxor
775,Maxime Restaurant,Restaurant|Mediterranean,4,Luxor
776,Rosetta,Restaurant|Mediterranean,5,Luxor
777,McDonald's Luxor,Restaurant|Mediterranean,4,Luxor
778,Moon Valley Restaurant,Restaurant|Mediterranean,4.5,Luxor
779,Jana,Restaurant|Mediterranean,4.5,Luxor
780,El Hussein Restaurant,Restaurant|Mediterranean,3.5,Luxor
781,Nile View Restaurant,Restaurant|Mediterranean,4.5,Luxor
782,JJ's Bar and Restaurant,Restaurant|Mediterranean,5,Luxor
783,Blue Sky Restaurant,Restaurant|Mediterranean,4.5,Luxor
784,El Tarboush,Restaurant|Mediterranean,4,Luxor
785,Jamboree Restaurant Luxor,Restaurant|Mediterranean,4,Luxor
786,Restaurant Mohammed,Restaurant|Mediterranean,4.5,Luxor
787,Marsam,Restaurant|Mediterranean,4.5,Luxor
788,Wolf Restaurant,Restaurant|Mediterranean,5,Luxor
789,Ramesseum Rest House,Restaurant|Mediterranean,4.5,Luxor
790,"Victoria Room, Winter Palace",Restaurant|Mediterranean,4.5,Luxor
791,L'Oasis,Restaurant|Mediterranean,4,Luxor
792,AL Hoot,Restaurant|Seafood,5,Luxor
793,Nero Caffe,Restaurant|Cafe,4.5,Luxor
794,Al Hareef Restaurant,Restaurant|Mediterranean,4.5,Luxor
795,Nour El Gourna,Restaurant|Mediterranean,4.5,Luxor
796,Corniche Restaurant,Restaurant|French,4,Luxor
797,Elnakhil,Restaurant|Mediterranean,4.5,Luxor
798,Hotel El Mesala & Restaurant,Restaurant|Mediterranean,4.5,Luxor
799,Nile Valley Restaurant,Restaurant|Mediterranean,4,Luxor
800,El Gazira Gardens Hotel & Restaurant,Restaurant|Mediterranean,4.5,Luxor
801,The Roof,Restaurant|Mediterranean,4,Luxor
802,Mr.Greek Bar & Restaurant,Restaurant|Italian,5,Hurghada
803,Sofra,Restaurant|Mediterranean|Egyptian,5,Hurghada
804,Makai Tukai Restaurant,Restaurant|Asian,5,Hurghada
805,Moby Dick,Restaurant|Egyptian,5,Hurghada
806,Nino's Restaurant,Restaurant|Italian|Mediterranean,5,Hurghada
807,Waves Restaurant & lounge Bar,Restaurant|Italian,5,Hurghada
808,Sofra Middle Eastern Cuisine - Hurghada,Restaurant|Mediterranean ,5,Hurghada
809,Makai Tukai,Restaurant|Asian,5,Hurghada
810,Kahramana,Restaurant|Asian|Italian,5,Hurghada
811,Grill & Chill Restaurant,Restaurant|Egyptian,5,Hurghada
812,Chuchichaschtli - swiss house ,Restaurant|Mediterranean ,5,Hurghada
813,Pasta e Basta ,Restaurant|Mediterranean|Italian,5,Hurghada
814,Alex Beach Club & Restaurant,Restaurant|French|Vegetarian Friendly,5,Hurghada
815,Breeze Restaurant & Bar - El Gouna ,Restaurant|Mediterranean ,5,Hurghada
816,Amaya Restaurant Madinat Makadi,Restaurant|Vegetarian Friendly,5,Hurghada
817,The Grill Restaurant,Restaurant|Vegetarian Friendly,5,Hurghada
818,The Heaven Restaurant,Restaurant|Asian | Seafood,4.5,Hurghada
819,Malu's Deli ,Restaurant|Vegetarian Friendly,4.5,Hurghada
820,Le Garage - Gourmet Burger ,Restaurant|Mediterranean ,4.5,Hurghada
821,MazaGouna ,Restaurant|Mediterranean ,4.5,Hurghada
822,Puddleduck Bar & Restaurant ,Restaurant|Bar,4.5,Hurghada
823,The Snack Shack ,Restaurant|Cafe|Fast Food,4.5,Hurghada
824,Retro Bar & Pub,Restaurant|Bar,4.5,Hurghada
825,The Grill ,Restaurant|Mediterranean ,4.5,Hurghada
826,The Lodge Restaurant,Restaurant|Seafood,4.5,Hurghada
827,Upstairs Restaurant ,Restaurant|Vegetarian Friendly,4.5,Hurghada
828,L'Imperatore Marina,Restaurant|Mediterranean|Italian,4.5,Hurghada
829,Granada,Restaurant|Italian|Seafood,4.5,Hurghada
830,Thai Garden,Restaurant|Asian|Vegetarian Friendly,4.5,Hurghada
831,Caribbean Bar,Restaurant|Bar|Seafood|Mediterranean,4.5,Hurghada
832,White Elephant Thai Restaurant,Restaurant|Asian|Vegetarian Friendly,4.5,Hurghada
833,Town House ,Restaurant|Vegetarian Friendly,4.5,Hurghada
834,Jobo's Sports Bar & Restaurant ,Restaurant|Bar,4.5,Hurghada
835,Maritim Restaurant ,Restaurant|Seafood|Mediterranean,4.5,Hurghada
836,El Halaka,Restaurant|Seafood|Mediterranean,4.5,Hurghada
837,Bordiehn`s Villa Kunterbunt,Restaurant|Egyptian|Vegetarian Friendly,4.5,Hurghada
838,"Ali Pacha Resort, Tandoor Restaurant ",Restauran|Vegetarian Friendly,4.5,Hurghada
839,Captain's Steakhouse ,Restaurant|Vegetarian Friendly,4.5,Hurghada
840,The Purrfect Cuppa English Tea Room,Restaurant|Vegetarian Friendly,5,Hurghada
841,Grasshopper Cafe Restaurant ,Restaurant|Mediterranean ,5,Hurghada
842,Nubian Cafe & Restaurant,Restaurant|Mediterranean|Egyptian,4.5,Hurghada
843,Hard Rock Cafe,Restaurant|Vegetarian Friendly,4,Hurghada
844,Kan Zaman Restaurant ,Restaurant|Mediterranean|Egyptian,4.5,Hurghada
845,Star Fish Restaurant,Restaurant|Mediterranean|Seafood,4,Hurghada
846,Moods Restaurant & Beach Club ,Restaurant|Mediterranean|Bar ,4,Hurghada
847,White Elephant Thai Resturant ,Restaurant|Asian,4,Hurghada
848,The Three Corners Rihanna Restaurant ,Restaurant|Vegetarian Friendly|Egyptian,4.5,Hurghada
849,Gad Restaurants,Restaurant|Fast Food|Egyptian,4,Hurghada
850,El Dar Darak Restaurant,Restaurant|Egyptian,4.5,Hurghada
851,Dunes Restaurant and Bar ,Restaurant|Bar,4.5,Hurghada
852,The Turkish House ,Restaurant|Mediterranean ,4.5,Hurghada
853,Lagoonie Restaurant & Bar ,Restaurant|Mediterranean ,4.5,Hurghada
854,Little Buddha,Restaurant|Bar,4,Hurghada
855,samos,Restaurant|Mediterranean|Egyptian,4.5,Hurghada
856,Gaucho Steakhouse,Restaurant|Mediterranean ,4.5,Hurghada
857,Athena Greek Taverna ,Restaurant|Mediterranean|Vegetarian Friendly,4,Hurghada
858,El Mina Restaurant,Restaurant|Seafood|Egyptian,4,Hurghada
859,The Grill Restaurant & Lounge ,Restaurant|Mediterranean|French,5,Giza
860,Birdcage ,Restaurant|Asian|Vegetarian Friendly,4.5,Giza
861,MIRAI ,Restaurant|Asian,4.5,Giza
862,Sabaya ,Restaurant|Mediterranean,4.5,Giza
863,O's Pasta ,Restaurant|Mediterranean |Italian,4.5,Giza
864,Kamala at Conrad Cairo ,Restaurant|Asian,5,Giza
865,Maharaja Indian Restaurant at Ramses Hilton ,Restaurant|Asian|Vegetarian Friendly,4.5,Giza
866,Saigon Restaurant & Lounge ,Restaurant |Asian,4.5,Giza
867,Restaurant El Dar Darak,Restaurant|Mediterranean|Egyptian,4.5,Giza
868,Night & Day ,Restaurant|Mediterranean|Egyptian,4.5,Giza
869,Osmanly Restaurant ,Restaurant|Mediterranean,4.5,Giza
870,Koshary Abou Tarek ,Restaurant|Mediterranean|Egyptian Fast Food,4.5,Giza
871,Sequoia ,Restaurant|Mediterranean,4.5,Giza
872,Sushiramis ,Restaurant|Asian,5,Giza
873,Carlo's - Le Pacha 1901 ,Restaurant|Egyptian|Vegetarian Friendly,4.5,Giza
874,Taboula Lebanese Restaurant ,Restaurant|Mediterranean,4.5,Giza
875,Pane Vino Restaurant ,Restaurant|Mediterranean|Italian,4.5,Giza
876,Naguib Mahfouz Cafe ,Restaurant|Cafe|Egyptian,4.5,Giza
877,Andrea Mariouteya,Restaurant|Mediterranean,4.5,Giza
878,Le Deck By Laurent Peugeot ,Restaurant|French|Vegetarian Friendly,4.5,Giza
879,India along the Nile ,Restaurant|Vegetarian Friendly,5,Giza
880,Zitouni ,Restaurant|Mediterranean|Egyptian,4.5,Giza
881,Kazaz Restaurant ,Restaurant|Egyptian|Fast Food,4,Giza
882,8 Chinese Restaurant ,Restaurant|Vegetarian Friendly,4.5,Giza
883,Felfela,Restaurant|Mediterranean|Egyptian,4,Giza
884,Nagib Mafouz ,Restaurant|Cafe|Egyptian,4.5,Giza
885,L'Uliveto Restaurant ,Restaurant|Italian,5,Giza
886,Alfredo Restaurant ,Restaurant|Egyptian|Vegetarian Friendly,4.5,Giza
887,Aura ,Restaurant|Mediterranean,4.5,Giza
888,JW's Steakhouse . Cairo Marriott Hotel & Omar Khayyam Casino ,Restaurant|Mediterranean,4.5,Giza
889,Koshary El Tahrir ,Restaurant|Vegetarian Friendly|Fast Food,4.5,Giza
890,La Bodega Aperitivo ,Restaurant|Italian,4,Giza
891,Mahraja Resturant ,Restaurant|vegetarian Friendly|Asian,4,Giza
892,The White Owl ,Restaurant|Italian,4.5,Giza
893,Cake cafe ,Restaurant|Cafe,4.5,Giza
894,Nile Maxim ,Restaurant|Mediterranean|Egyptian,3.5,Giza
895,U Bistro & Bar ,Restaurant|Vegetarian Friendly|French,4,Giza
896,Estoril ,Restaurant|Mediterranean|Egyptian,4,Giza
897,Beanos ,Restaurant|Vegetarian Friendly|Cafe,4,Giza
898,Garden Promenade Cafe ,Restaurant|Cafe,4,Giza
899,CaiRoma ,Restaurant|Italian|Egyptian,4.5,Giza
900,Five Bells ,Restaurant|Egyptian,4,Giza
901,Omar s Cafe ,Restaurant|Mediterranean|Cafe,4.5,Giza
902,Mermaid Restaurant ,Restaurant|Italian,4.5,Giza
903,Arigato ,Restaurant|Italian,5,Giza
904,Kaber Sobhy Restaurant ,Restaurant|Mediterranean|Egyptian,4,Giza
905,Burger Factory 2012 ,Restaurant|American,4,Giza
906,Fasahet Somaya ,Restaurant|Mediterranean|Egyptian,4.5,Giza
907,Upper Deck Lounge ,Restaurant|Bar,4.5,Giza
908,Torii The Gateway To Sushi And Teppanyaki ,Restaurant|Asian,4,Giza
909,Makino ,Restaurant|Asian,4,Giza
910,La Gourmandise,Restaurant|American|French,4.5,Giza
911,El Malky ,Restaurant|Mediterranean,4.5,Giza
912,Fuddruckers ,Restaurant|American,4,Giza
913,Blue Nile ,Restaurant|Mediterranean|Egyptian,3.5,Giza
914,Tea Garden ,Restaurant|Vegetarian Friendly|Cafe,4.5,Giza
915,Gaya Restaurant ,Restaurant|vegetarian Friendly|Asian,4.5,Giza
916,El Dahan Restaurant ,Restaurant|Egyptian,4,Giza
917,Ovio ,Restaurant|Vegetarian Friendly|Cafe,4,Giza
918,Semsema,Restaurant|Egyptian|Fast Food,4,Giza
919,Shams Restaurant,Restaurant|Mediterranean|Egyptian,4.5,Dahab
920,Red Cat,Restaurant|Mediterranean,4.5,Dahab
921,Shark Restaurant,Restaurant|Mediterranean|Seafood,4.5,Dahab
922,Yum Yum,Restaurant|Mediterranean|Fast Food,4.5,Dahab
923,Athanor Cafe-Pizzeria,Restaurant|Mediterranean|Italian,4.5,Dahab
924,Meya Meya,Restaurant|Mediterranean|Egyptian,4.5,Dahab
925,Ralph's German Bakery,Restaurant|Cafe,4.5,Dahab
926,Ali Baba Restaurant,Restaurant|Seafood,4.5,Dahab
927,Ramez & Paola Restaurant,Restaurant|Mediterranean|Italian,4.5,Dahab
928,Hell's Kitchen,Restaurant|Mediterranean,4.5,Dahab
929,Everyday Cafe & Restaurant,Restaurant|Cafe|Egyptian|Vegetarian Friendly,4.5,Dahab
930,Eel Garden View Restaurant,Restaurant|Mediterranean|Egyptian,5,Dahab
931,King Chicken,Restaurant|Mediterranean|Egyptian,4.5,Dahab
932,Baba Ali,Restauran|Mediterranean,4.5,Dahab
933,BoxMeal,Restaurant|French|Asian,4.5,Dahab
934,Friends,Restaurant|Mediterranean|Seafood|Egyptian,4.5,Dahab
935,Yalla Bar,Restaurant|Egyptian|Vegetarian Friendly|Bar,4,Dahab
936,Blue House Thai Restaurant,Restaurant|Asian,4.5,Dahab
937,Nemo Restaurant,Restaurant|Seafood,4,Dahab
938,Namaste Indian Cuisine,Restaurant|Asian|Vegetarian Friendly ,4.5,Dahab
939,Zanooba Slow Cooking,Restaurant|Mediterranean,5,Dahab
940,Lindy's Dahab Restaurant,Restaurant|Seafood,5,Dahab
941,South North - Tea Garden & Culture Cafe,Restaurant|Cafe,5,Dahab
942,Carm Inn Restaurant,Restaurant|Mediterranean,4.5,Dahab
943,El Fanar,Restaurant|Mediterranean|Seafood,4.5,Dahab
944,Food Urge,Restaurant|Mediterranean,5,Dahab
945,eldorado,Restaurant|Mediterranean|Italian,4.5,Dahab
946,The Kitchen Restaurant,Restaurant|Asian,4.5,Dahab
947,Planet Cafe,Restaurant|Cafe,4.5,Dahab
948,Dai Pescatori,Restaurant|Mediterranean|Italian,4.5,Dahab
949,Nirvana,Restaurant|Italian|Vegetarian Friendly,4.5,Dahab
950,Jackie's,Restaurant|Vegetarian Friendly,4.5,Dahab
951,Yambo Cafe,Restaurant|Egyptian|Cafe,5,Dahab
952,Aladdin Resturant,Restaurant|Mediterranean|Seafood,4,Dahab
953,Penguin Restaurant,Restaurant|Mediterranean|Egyptian,4.5,Dahab
954,Mona Mama,Restaurant|Mediterranean|Egyptian|Vegetarian Friendly,4.5,Dahab
955,El Primo Restaurant,Restaurant |Mediterranean |Vegetarian Friendly,4.5,Dahab
956,Sea Bride,Restaurant|Mediterranean|Seafood|Egyptian,4,Dahab
957,Shells,Restaurant|Vegetarian Friendly|Egyptian,4,Dahab
958,Jasmine,Restaurant|Mediterranean,4.5,Dahab
959,Churchill Pub Dahab Egypt,Restaurant|Italian|Fast Food,4.5,Dahab
960,Shahrazad Restaurant and Cafe,Restaurant|Cafe,5,Dahab
961,Seaduction,Restaurant|Mediterranean,4.5,Dahab
962,The Caves,Restaurant|Seafood|Fast Food,5,Dahab
963,Coffee Wheel,Restaurant|Cafe,5,Dahab
964,Sababa Hotel Restaurant,Restaurant|Mediterranean,4,Dahab
965,Timoja Restaurant & Lounge,Restaurant|Mediterranean|Egyptian,5,Dahab
966,Sun Restaurant,Restaurant|Asian,4.5,Dahab
967,El Dorado Restaurant,Restaurant|Mediterranean|Italian,4.5,Dahab
968,Same Same But Different Restaurant,Restaurant | Mediterranean | Egyptian,4.5,Dahab
969,El Mundo,Restaurant | Mediterranean | Egyptian,4,Dahab
970,Mojo CoWork Cafe,Restaurant|American,5,Dahab
971,I Don't Care,Restaurant|Mediterranean,4.5,Dahab
972,Kung Fu Pasta,Restaurant|Italian|Cafe,5,Dahab
973,Fresh Fish,Restaurant|Seafood|Egyptian,4,Dahab
974,Waffle House Dahab,Restaurant|French|Fast Food,5,Dahab
975,The Grill Restaurant & Lounge,Restaurant|Mediterranean|Vegetarian Friendly|French,5,Cairo
976,Bab Al Qasr,Restaurant|Mediterranean|Vegetarian Friendly|French,5,Cairo
977,Fayruz Lebanese Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,5,Cairo
978,Birdcage,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
979,Maestro Italian Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4.5,Cairo
980,MIRAI,Restaurant|vegetarian Friendly|Asian,5,Cairo
981,Esplanade Cafe Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Egyptian,5,Cairo
982,Shogun Japanese Restaurant,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
983,Sabaya,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
984,Al Khal Egyptian Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Egyptian,4.5,Cairo
985,Night & Day,Restaurant|Vegetarian Friendly|Egyptian,4.5,Cairo
986,Kazoku,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
987,Windows Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Egyptian,4.5,Cairo
988,O's Pasta,Restaurant|Mediterranean|Vegetarian Friendly|Italian,4.5,Cairo
989,Maharaja Indian Restaurant at Ramses Hilton,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
990,Kamala at Conrad Cairo,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
991,Saigon Restaurant & Lounge,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
992,Sachi Restaurant,Restaurant|Mediterranean|Vegetarian Friendly|Asian,4.5,Cairo
993,Osmanly Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
994,Indira Indian Restaurant,Restaurant|vegetarian Friendly|Asian,5,Cairo
995,Koshary Abou Tarek,Restaurant|Vegetarian Friendly|Fast Food,4.5,Cairo
996,Sequoia,Restaurant|Mediterranean|Vegetarian Friendly|Egyptian,4.5,Cairo
997,Pane Vino Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
998,Carlo's - Le Pacha 1901,Restaurant|Vegetarian Friendly|Egyptian,4.5,Cairo
999,The Smokery,Restaurant|Vegetarian Friendly|French,4.5,Cairo
1000,Naguib Mahfouz Cafe,Restaurant|Mediterranean|Vegetarian Friendly|Cafe,4.5,Cairo
1001,Maria's,Restaurant|Vegetarian Friendly,5,Cairo
1002,Taboula Lebanese Restaurant,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1003,Alfredo Restaurant,Restaurant|Vegetarian Friendly|Egyptian,4.5,Cairo
1004,Sushiramis,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1005,Zooba,Restaurant|Vegetarian Friendly|Egyptian,4,Cairo
1006,Le Deck,Restaurant|Vegetarian Friendly| French,4.5,Cairo
1007,Zitouni,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1008,Tao,Restaurant|vegetarian Friendly|Asian,5,Cairo
1009,Stavolta,Restaurant|Mediterranean|Vegetarian Friendly,4.5,Cairo
1010,8 Chinese Restaurant,Restaurant|vegetarian Friendly|Asian,4.5,Cairo
1011,India along the Nile,Restaurant|Vegetarian Friendly,4.5,Cairo
1012,Lucca,Restaurant|Vegetarian Friendly|Italian | Bar,4.5,Cairo
1012,Bellini Cocktail Lounge,Restaurant|Vegetarian Friendly|Bar,4.5,Cairo
